,id,favorite_count,retweet_count
1857,674999807681908736,2084,1019
1858,674805413498527744,798,330
1859,674800520222154752,2802,786
1860,674793399141146624,2326,1002
1861,674790488185167872,1026,228
1862,674788554665512960,749,189
1863,674781762103414784,1864,1098
1864,674774481756377088,1025,433
1865,674767892831932416,1692,720
1866,674764817387900928,733,212
1867,674754018082705410,1266,404
1868,674752233200820224,1358,423
1869,674743008475090944,1302,498
1870,674742531037511680,446,46
1871,674739953134403584,1016,350
1872,674737130913071104,603,81
1873,674690135443775488,1063,436
1874,674670581682434048,1503,597
1875,674664755118911488,849,220
1876,674646392044941312,1330,448
1877,674644256330530816,966,254
1878,674638615994089473,1567,539
1879,674632714662858753,1393,527
1880,674606911342424069,868,91
1881,674468880899788800,5801,1871
1882,674447403907457024,986,328
1883,674436901579923456,1031,359
1884,674422304705744896,1330,493
1885,674416750885273600,644,125
1886,674410619106390016,1120,421
1887,674394782723014656,1396,521
1888,674372068062928900,794,292
1889,674330906434379776,528,69
1890,674318007229923329,1308,473
1891,674307341513269249,10556,6340
1892,674291837063053312,13660,5371
1893,674271431610523648,1447,672
1894,674269164442398721,848,213
1895,674265582246694913,1513,769
1896,674262580978937856,1223,415
1897,674255168825880576,1356,494
1898,674082852460433408,710,151
1899,674075285688614912,927,260
1900,674063288070742018,5928,1998
1901,674053186244734976,3070,1187
1902,674051556661161984,1347,454
1903,674045139690631169,1307,590
1904,674042553264685056,667,116
1905,674038233588723717,1025,389
1906,674036086168010753,792,186
1907,674024893172875264,1649,1124
1908,674019345211760640,1055,279
1909,674014384960745472,1452,588
1910,674008982932058114,1119,322
1911,673956914389192708,1818,877
1912,673919437611909120,1091,340
1913,673906403526995968,2955,1511
1914,673887867907739649,876,234
1915,673716320723169284,2874,693
1916,673715861853720576,3269,1885
1917,673711475735838725,968,274
1918,673709992831262724,782,245
1919,673708611235921920,992,262
1920,673707060090052608,1024,359
1921,673705679337693185,1171,374
1922,673700254269775872,1333,523
1923,673697980713705472,3654,1778
1924,673689733134946305,1613,593
1925,673688752737402881,1173,452
1926,673686845050527744,1332,398
1927,673680198160809984,1267,429
1928,673662677122719744,1168,341
1929,673656262056419329,674,214
1930,673636718965334016,1027,333
1931,673612854080196609,1485,660
1932,673583129559498752,1109,330
1933,673580926094458881,772,253
1934,673576835670777856,1280,512
1935,673363615379013632,958,276
1936,673359818736984064,1339,612
1937,673355879178194945,1394,524
1938,673352124999274496,1551,493
1939,673350198937153538,707,194
1940,673345638550134785,2321,1157
1941,673343217010679808,900,246
1942,673342308415348736,1179,518
1943,673320132811366400,12445,7164
1944,673317986296586240,818,227
1945,673295268553605120,6976,2893
1946,673270968295534593,993,330
1947,673240798075449344,1324,646
1948,673213039743795200,2059,762
1949,673148804208660480,1566,574
1950,672997845381865473,1829,651
1951,672995267319328768,875,267
1952,672988786805112832,907,265
1953,672984142909456390,1164,501
1954,672980819271634944,1685,929
1955,672975131468300288,1555,823
1956,672970152493887488,875,325
1957,672968025906282496,1228,494
1958,672964561327235073,1311,586
1959,672902681409806336,1276,449
1960,672898206762672129,838,385
1961,672884426393653248,1424,772
1962,672877615439593473,949,323
1963,672834301050937345,1206,524
1964,672828477930868736,1149,444
1965,672640509974827008,909,287
1966,672622327801233409,1192,439
1967,672614745925664768,1126,531
1968,672609152938721280,1015,352
1969,672604026190569472,1021,361
1970,672594978741354496,1227,557
1971,672591762242805761,879,303
1972,672591271085670400,666,173
1973,672538107540070400,939,331
1974,672523490734551040,579,152
1975,672488522314567680,1032,398
1976,672482722825261057,1036,544
1977,672481316919734272,666,119
1978,672475084225949696,1339,641
1979,672466075045466113,1246,481
1980,672272411274932228,5950,3070
1981,672267570918129665,1366,563
1982,672264251789176834,1049,306
1983,672256522047614977,2609,1393
1984,672254177670729728,1323,679
1985,672248013293752320,1601,547
1986,672245253877968896,627,142
1987,672239279297454080,832,293
1988,672231046314901505,1681,921
1989,672222792075620352,726,192
1990,672205392827572224,2078,1043
1991,672169685991993344,939,333
1992,672160042234327040,808,325
1993,672139350159835138,1607,633
1994,672125275208069120,2197,1038
1995,672095186491711488,917,338
1996,672082170312290304,872,334
1997,672068090318987265,1187,466
1998,671896809300709376,7870,3820
1999,671891728106971137,1210,514
2000,671882082306625538,3226,1269
2001,671879137494245376,1304,605
2002,671874878652489728,1156,504
2003,671866342182637568,1037,444
2004,671855973984772097,831,394
2005,671789708968640512,6555,3157
2006,671768281401958400,1101,450
2007,671763349865160704,1542,818
2008,671744970634719232,1255,701
2009,671743150407421952,698,214
2010,671735591348891648,1332,685
2011,671729906628341761,7840,3958
2012,671561002136281088,11827,6601
2013,671550332464455680,839,192
2014,671547767500775424,1252,534
2015,671544874165002241,1805,944
2016,671542985629241344,1002,513
2017,671538301157904385,858,349
2018,671536543010570240,1088,370
2019,671533943490011136,932,527
2020,671528761649688577,775,233
2021,671520732782923777,1287,485
2022,671518598289059840,871,270
2023,671511350426865664,1470,638
2024,671504605491109889,6464,3270
2025,671497587707535361,855,412
2026,671488513339211776,922,436
2027,671486386088865792,529,180
2028,671485057807351808,704,212
2029,671390180817915904,1324,680
2030,671362598324076544,1026,270
2031,671357843010908160,369,143
2032,671355857343524864,445,111
2033,671347597085433856,877,387
2034,671186162933985280,668,190
2035,671182547775299584,1023,305
2036,671166507850801152,803,312
2037,671163268581498880,1509,1009
2038,671159727754231808,328,72
2039,671154572044468225,655,199
2040,671151324042559489,610,139
2041,671147085991960577,609,200
2042,671141549288370177,1063,595
2043,671138694582165504,847,367
2044,671134062904504320,681,173
2045,671122204919246848,3199,2288
2046,671115716440031232,1260,710
2047,671109016219725825,1058,395
2048,670995969505435648,1014,264
2049,670842764863651840,22821,7897
2050,670840546554966016,540,175
2051,670838202509447168,1017,626
2052,670833812859932673,397,113
2053,670832455012716544,670,196
2054,670826280409919488,5073,3680
2055,670823764196741120,707,169
2056,670822709593571328,556,88
2057,670815497391357952,2907,1393
2058,670811965569282048,1033,243
2059,670807719151067136,1077,445
2060,670804601705242624,1812,868
2061,670803562457407488,314,82
2062,670797304698376195,683,212
2063,670792680469889025,763,249
2064,670789397210615808,606,218
2065,670786190031921152,552,183
2066,670783437142401025,765,350
2067,670782429121134593,1418,700
2068,670780561024270336,728,264
2069,670778058496974848,308,66
2070,670764103623966721,1004,387
2071,670755717859713024,403,95
2072,670733412878163972,886,465
2073,670727704916926465,769,326
2074,670717338665226240,1098,438
2075,670704688707301377,720,339
2076,670691627984359425,541,219
2077,670679630144274432,690,256
2078,670676092097810432,225,37
2079,670668383499735048,9844,4530
2080,670474236058800128,1393,676
2081,670468609693655041,331,80
2082,670465786746662913,897,499
2083,670452855871037440,504,187
2084,670449342516494336,1113,589
2085,670444955656130560,6249,1805
2086,670442337873600512,595,183
2087,670435821946826752,978,466
2088,670434127938719744,1310,584
2089,670433248821026816,305,103
2090,670428280563085312,1284,558
2091,670427002554466305,483,146
2092,670421925039075328,1206,579
2093,670420569653809152,567,282
2094,670417414769758208,528,297
2095,670411370698022913,1864,813
2096,670408998013820928,509,199
2097,670403879788544000,392,138
2098,670385711116361728,520,189
2099,670374371102445568,692,248
2100,670361874861563904,301,60
2101,670338931251150849,396,101
2102,670319130621435904,3604,1114
2103,670303360680108032,404,118
2104,670290420111441920,644,259
2105,670093938074779648,949,298
2106,670086499208155136,644,227
2107,670079681849372674,2039,1110
2108,670073503555706880,1435,712
2109,670069087419133954,572,216
2110,670061506722140161,696,300
2111,670055038660800512,612,295
2112,670046952931721218,596,159
2113,670040295598354432,694,102
2114,670037189829525505,544,252
2115,670003130994700288,307,84
2116,669993076832759809,299,75
2117,669972011175813120,411,140
2118,669970042633789440,281,50
2119,669942763794931712,463,143
2120,669926384437997569,348,87
2121,669923323644657664,213,53
2122,669753178989142016,733,364
2123,669749430875258880,237,60
2124,669684865554620416,468,79
2125,669683899023405056,349,100
2126,669682095984410625,326,123
2127,669680153564442624,615,261
2128,669661792646373376,746,387
2129,669625907762618368,3250,1642
2130,669603084620980224,883,332
2131,669597912108789760,469,139
2132,669583744538451968,1374,846
2133,669573570759163904,402,127
2134,669571471778410496,1464,921
2135,669567591774625800,215,48
2136,669564461267722241,359,108
2137,669393256313184256,326,66
2138,669375718304980992,1217,655
2139,669371483794317312,450,159
2140,669367896104181761,421,138
2141,669363888236994561,577,207
2142,669359674819481600,342,110
2143,669354382627049472,2486,1157
2144,669353438988365824,579,237
2145,669351434509529089,399,166
2146,669328503091937280,938,381
2147,669327207240699904,529,112
2148,669324657376567296,456,192
2149,669216679721873412,1098,365
2150,669214165781868544,401,143
2151,669203728096960512,924,425
2152,669037058363662336,603,284
2153,669015743032369152,680,338
2154,669006782128353280,533,219
2155,669000397445533696,19312,5757
2156,668994913074286592,402,203
2157,668992363537309700,680,309
2158,668989615043424256,621,303
2159,668988183816871936,833,417
2160,668986018524233728,507,148
2161,668981893510119424,501,274
2162,668979806671884288,732,314
2163,668975677807423489,1200,527
2164,668967877119254528,132,21
2165,668960084974809088,646,222
2166,668955713004314625,251,65
2167,668932921458302977,235,53
2168,668902994700836864,293,91
2169,668892474547511297,368,134
2170,668872652652679168,488,276
2171,668852170888998912,418,146
2172,668826086256599040,395,120
2173,668815180734689280,514,235
2174,668779399630725120,659,340
2175,668655139528511488,487,200
2176,668645506898350081,807,476
2177,668643542311546881,807,469
2178,668641109086707712,979,490
2179,668636665813057536,954,449
2180,668633411083464705,2572,1449
2181,668631377374486528,655,292
2182,668627278264475648,290,100
2183,668625577880875008,351,117
2184,668623201287675904,1299,681
2185,668620235289837568,188,36
2186,668614819948453888,567,288
2187,668587383441514497,1543,971
2188,668567822092664832,219,49
2189,668544745690562560,471,206
2190,668542336805281792,419,192
2191,668537837512433665,234,63
2192,668528771708952576,428,202
2193,668507509523615744,300,94
2194,668496999348633600,377,119
2195,668484198282485761,387,214
2196,668480044826800133,419,131
2197,668466899341221888,810,464
2198,668297328638447616,576,271
2199,668291999406125056,224,29
2200,668286279830867968,462,125
2201,668274247790391296,759,211
2202,668268907921326080,505,212
2203,668256321989451776,1191,541
2204,668248472370458624,873,425
2205,668237644992782336,5677,2560
2206,668226093875376128,267,91
2207,668221241640230912,471,179
2208,668204964695683073,514,180
2209,668190681446379520,596,182
2210,668171859951755264,444,171
2211,668154635664932864,460,285
2212,668142349051129856,531,254
2213,668113020489474048,616,215
2214,667937095915278337,1149,725
2215,667924896115245057,274,98
2216,667915453470232577,195,50
2217,667911425562669056,449,263
2218,667902449697558528,794,348
2219,667886921285246976,1719,969
2220,667885044254572545,764,424
2221,667878741721415682,366,106
2222,667873844930215936,576,368
2223,667866724293877760,2801,938
2224,667861340749471744,227,74
2225,667832474953625600,267,57
2226,667806454573760512,971,446
2227,667801013445750784,295,84
2228,667793409583771648,637,302
2229,667782464991965184,376,224
2230,667773195014021121,213,47
2231,667766675769573376,395,199
2232,667728196545200128,342,137
2233,667724302356258817,441,285
2234,667550904950915073,0,30
2235,667550882905632768,0,26
2236,667549055577362432,5291,2041
2237,667546741521195010,312,115
2238,667544320556335104,786,481
2239,667538891197542400,187,59
2240,667534815156183040,748,477
2241,667530908589760512,428,218
2242,667524857454854144,1556,1017
2243,667517642048163840,340,176
2244,667509364010450944,6276,1932
2245,667502640335572993,499,201
2246,667495797102141441,478,240
2247,667491009379606528,475,202
2248,667470559035432960,232,88
2249,667455448082227200,177,56
2250,667453023279554560,291,80
2251,667443425659232256,708,524
2252,667437278097252352,410,213
2253,667435689202614272,283,79
2254,667405339315146752,431,203
2255,667393430834667520,177,51
2256,667369227918143488,337,150
2257,667211855547486208,444,220
2258,667200525029539841,569,237
2259,667192066997374976,350,88
2260,667188689915760640,671,351
2261,667182792070062081,13054,5526
2262,667177989038297088,176,50
2263,667176164155375616,551,408
2264,667174963120574464,225,71
2265,667171260800061440,200,74
2266,667165590075940865,2464,1020
2267,667160273090932737,232,55
2268,667152164079423490,43737,15190
2269,667138269671505920,4171,1963
2270,667119796878725120,300,118
2271,667090893657276420,304,111
2272,667073648344346624,368,106
2273,667070482143944705,75,13
2274,667065535570550784,153,40
2275,667062181243039745,201,47
2276,667044094246576128,172,44
2277,667012601033924608,412,197
2278,666996132027977728,222,80
2279,666983947667116034,2325,879
2280,666837028449972224,736,493
2281,666835007768551424,190,70
2282,666826780179869698,232,81
2283,666817836334096384,463,225
2284,666804364988780544,212,81
2285,666786068205871104,683,431
2286,666781792255496192,348,172
2287,666776908487630848,314,152
2288,666739327293083650,213,60
2289,666701168228331520,388,193
2290,666691418707132416,168,44
2291,666649482315059201,1017,558
2292,666644823164719104,215,73
2293,666454714377183233,463,190
2294,666447344410484738,94,19
2295,666437273139982337,110,42
2296,666435652385423360,145,44
2297,666430724426358785,287,172
2298,666428276349472768,146,70
2299,666421158376562688,288,95
2300,666418789513326592,110,39
2301,666411507551481857,390,282
2302,666407126856765440,98,30
2303,666396247373291520,151,72
2304,666373753744588802,167,75
2305,666362758909284353,685,490
2306,666353288456101888,190,63
2307,666345417576210432,262,128
2308,666337882303524864,173,80
2309,666293911632134144,448,304
2310,666287406224695296,131,57
2311,666273097616637952,156,69
2312,666268910803644416,92,32
2313,666104133288665088,13065,5703
2314,666102155909144576,69,11
2315,666099513787052032,139,56
2316,666094000022159362,152,65
2317,666082916733198337,100,41
2318,666073100786774016,278,138
2319,666071193221509120,134,52
2320,666063827256086533,427,186
2321,666058600524156928,103,49
2322,666057090499244032,262,116
2323,666055525042405380,392,208
2324,666051853826850816,1078,737
2325,666050758794694657,119,51
2326,666049248165822465,92,38
2327,666044226329800704,258,121
2328,666033412701032449,105,39
2329,666029285002620928,117,41
2330,666020888022790149,2338,442
